SegNum,kstpkper,leakage_m3d,BC,WellNum,leakage_m3d_baseline,leakage_change_m3d
254,"(1, 562)",-1434.672,STR,7500,-1435.406,0.734
255,"(1, 562)",-6373.329,STR,7500,-6378.222,4.893
67,"(1, 563)",992.086,STR,7500,991.108,0.979
102,"(1, 563)",1.138,STR,7500,1.137,0.001
252,"(1, 563)",-147.504,STR,7500,-148.36,0.856
254,"(1, 563)",-2374.891,STR,7500,-2375.38,0.489
67,"(1, 564)",411.269,STR,7500,410.78,0.489
102,"(1, 564)",0.418,STR,7500,0.418,0
255,"(1, 564)",-14784.656,STR,7500,-14787.103,2.447
67,"(1, 565)",-312.672,STR,7500,-312.917,0.245
255,"(1, 565)",-19834.388,STR,7500,-19836.835,2.447
251,"(1, 566)",497.389,STR,7500,495.432,1.957
255,"(1, 566)",-23259.594,STR,7500,-23264.487,4.893
67,"(1, 569)",-15.095,STR,7500,-15.298,0.203
253,"(1, 569)",-9411.976,STR,7500,-9414.423,2.447
255,"(1, 569)",-22948.879,STR,7500,-22951.325,2.447
67,"(1, 570)",60.381,STR,7500,59.941,0.44
250,"(1, 570)",1418.28,STR,7500,1417.546,0.734
253,"(1, 570)",-16531.511,STR,7500,-16536.404,4.893
254,"(1, 570)",-3826.444,STR,7500,-3828.891,2.447
67,"(1, 571)",956.122,STR,7500,955.632,0.489
253,"(1, 571)",-17747.459,STR,7500,-17752.352,4.893
254,"(1, 571)",-3498.603,STR,7500,-3501.05,2.447
67,"(1, 572)",1896.83,STR,7500,1895.607,1.223
253,"(1, 572)",-12974.19,STR,7500,-12976.637,2.447
255,"(1, 572)",-23971.547,STR,7500,-23978.887,7.34
67,"(1, 573)",1327.023,STR,7500,1325.799,1.223
255,"(1, 573)",-22464.457,STR,7500,-22471.796,7.34
256,"(1, 573)",-4521.272,STR,7500,-4523.718,2.447
67,"(1, 574)",1295.706,STR,7500,1294.238,1.468
254,"(1, 574)",-2164.241,STR,7500,-2165.219,0.979
255,"(1, 574)",-13987.072,STR,7500,-13989.519,2.447
67,"(1, 575)",643.205,STR,7500,642.715,0.489
255,"(1, 575)",-16482.579,STR,7500,-16485.026,2.447
256,"(1, 575)",-3459.458,STR,7500,-3461.904,2.447
67,"(1, 576)",-15.428,STR,7500,-15.499,0.071
102,"(1, 576)",-0.356,STR,7500,-0.356,0
251,"(1, 576)",1437.852,STR,7500,1435.895,1.957
252,"(1, 576)",-944.378,STR,7500,-945.112,0.734
255,"(1, 576)",-20242.966,STR,7500,-20247.859,4.893
67,"(1, 577)",-424.726,STR,7500,-425.215,0.489
250,"(1, 577)",136.861,STR,7500,136.837,0.024
251,"(1, 577)",1043.709,STR,7500,1041.507,2.202
252,"(1, 577)",-1196.62,STR,7500,-1196.865,0.245
254,"(1, 577)",-3934.093,STR,7500,-3936.54,2.447
102,"(1, 578)",-0.891,STR,7500,-0.891,0
251,"(1, 578)",915.019,STR,7500,913.062,1.957
256,"(1, 578)",-3393.4,STR,7500,-3395.847,2.447
255,"(1, 579)",-19961.61,STR,7500,-19964.056,2.447
67,"(1, 580)",383.868,STR,7500,383.623,0.245
251,"(1, 580)",4195.877,STR,7500,4193.43,2.447
252,"(1, 580)",120.249,STR,7500,120.2,0.049
253,"(1, 580)",-5470.543,STR,7500,-5477.883,7.34
254,"(1, 580)",-2207.056,STR,7500,-2207.545,0.489
255,"(1, 580)",-15019.527,STR,7500,-15024.42,4.893
67,"(1, 581)",2198.737,STR,7500,2198.248,0.489
102,"(1, 581)",-1.06,STR,7500,-1.061,0.001
252,"(1, 581)",26.961,STR,7500,26.472,0.489
254,"(1, 581)",-515.249,STR,7500,-515.493,0.245
255,"(1, 581)",-7153.787,STR,7500,-7166.02,12.233
256,"(1, 581)",-6867.538,STR,7500,-6869.984,2.447
67,"(1, 582)",2806.222,STR,7500,2803.776,2.447
102,"(1, 582)",-1.13,STR,7500,-1.13,0
251,"(1, 582)",9734.924,STR,7500,9730.031,4.893
252,"(1, 582)",222.516,STR,7500,221.44,1.076
253,"(1, 582)",-2238.127,STR,7500,-2241.797,3.67
254,"(1, 582)",-366.497,STR,7500,-367.231,0.734
255,"(1, 582)",-6177.603,STR,7500,-6187.39,9.786
256,"(1, 582)",-4753.696,STR,7500,-4756.143,2.447
67,"(1, 583)",3251.499,STR,7500,3249.052,2.447
102,"(1, 583)",-3.856,STR,7500,-3.861,0.005
252,"(1, 583)",-700.21,STR,7500,-701.923,1.713
255,"(1, 583)",-6975.187,STR,7500,-6984.973,9.786
256,"(1, 583)",-2427.737,STR,7500,-2427.982,0.245
102,"(1, 584)",-4.294,STR,7500,-4.296,0.002
250,"(1, 584)",13050.034,STR,7500,13047.587,2.447
251,"(1, 584)",11765.582,STR,7500,11763.135,2.447
253,"(1, 584)",-3530.409,STR,7500,-3535.302,4.893
254,"(1, 584)",-823.273,STR,7500,-823.517,0.245
255,"(1, 584)",-8059.02,STR,7500,-8066.36,7.34
256,"(1, 584)",-1537.183,STR,7500,-1537.673,0.489
67,"(1, 585)",3031.307,STR,7500,3028.861,2.447
102,"(1, 585)",-0.024,STR,7500,-0.025,0.002
190,"(1, 585)",363.561,STR,7500,363.316,0.245
216,"(1, 585)",41444.99,STR,7500,41420.524,24.466
251,"(1, 585)",10339.228,STR,7500,10336.782,2.447
252,"(1, 585)",727.122,STR,7500,725.899,1.223
253,"(1, 585)",-308.513,STR,7500,-314.63,6.116
254,"(1, 585)",-802.477,STR,7500,-803.211,0.734
255,"(1, 585)",-4858.899,STR,7500,-4871.132,12.233
256,"(1, 585)",-2092.067,STR,7500,-2093.535,1.468
67,"(1, 586)",2381.007,STR,7500,2379.295,1.713
102,"(1, 586)",2.301,STR,7500,2.3,0.001
250,"(1, 586)",7970.943,STR,7500,7968.497,2.447
251,"(1, 586)",6703.617,STR,7500,6701.17,2.447
252,"(1, 586)",1070.621,STR,7500,1069.643,0.979
253,"(1, 586)",2367.796,STR,7500,2366.573,1.223
254,"(1, 586)",-714.155,STR,7500,-715.134,0.979
255,"(1, 586)",-265.943,STR,7500,-271.815,5.872
256,"(1, 586)",-1654.374,STR,7500,-1654.864,0.489
67,"(1, 587)",1469.413,STR,7500,1468.19,1.223
102,"(1, 587)",1.722,STR,7500,1.721,0
252,"(1, 587)",234.773,STR,7500,234.529,0.245
255,"(1, 587)",-5145.148,STR,7500,-5147.595,2.447
67,"(1, 588)",575.679,STR,7500,574.701,0.979
251,"(1, 588)",1808.753,STR,7500,1805.083,3.67
255,"(1, 588)",-12526.467,STR,7500,-12528.913,2.447
67,"(1, 589)",21.505,STR,7500,21.412,0.093
102,"(1, 589)",-0.171,STR,7500,-0.172,0.001
255,"(1, 589)",-18339.53,STR,7500,-18341.977,2.447
253,"(1, 590)",-8602.16,STR,7500,-8604.606,2.447
254,"(1, 590)",-3253.945,STR,7500,-3256.392,2.447
251,"(1, 591)",3080.239,STR,7500,3077.792,2.447
253,"(1, 591)",-6940.935,STR,7500,-6945.828,4.893
256,"(1, 591)",-4567.757,STR,7500,-4570.203,2.447
67,"(1, 592)",1284.941,STR,7500,1284.208,0.734
252,"(1, 592)",920.646,STR,7500,920.402,0.245
253,"(1, 592)",-3293.091,STR,7500,-3295.537,2.447
255,"(1, 592)",-14412.777,STR,7500,-14417.67,4.893
256,"(1, 592)",-6561.716,STR,7500,-6564.162,2.447
67,"(1, 593)",1845.941,STR,7500,1845.452,0.489
102,"(1, 593)",3.34,STR,7500,3.337,0.002
251,"(1, 593)",6926.255,STR,7500,6923.809,2.447
253,"(1, 593)",-618.984,STR,7500,-622.898,3.915
254,"(1, 593)",-1049.092,STR,7500,-1050.07,0.979
255,"(1, 593)",-11420.615,STR,7500,-11425.508,4.893
256,"(1, 593)",-7046.138,STR,7500,-7048.584,2.447
28,"(1, 594)",-7.193,STR,7500,-7.195,0.002
102,"(1, 594)",1.826,STR,7500,1.824,0.002
252,"(1, 594)",885.171,STR,7500,884.682,0.489
255,"(1, 594)",-17537.054,STR,7500,-17544.393,7.34
256,"(1, 594)",-6710.957,STR,7500,-6713.403,2.447
102,"(1, 595)",-4.634,STR,7500,-4.639,0.005
252,"(1, 595)",-1349.042,STR,7500,-1350.51,1.468
253,"(1, 595)",-5211.206,STR,7500,-5213.652,2.447
254,"(1, 595)",-1325.31,STR,7500,-1326.289,0.979
255,"(1, 595)",-21038.103,STR,7500,-21040.55,2.447
67,"(1, 596)",3390.954,STR,7500,3388.507,2.447
102,"(1, 596)",-7.342,STR,7500,-7.345,0.002
250,"(1, 596)",13659.231,STR,7500,13656.785,2.447
251,"(1, 596)",12421.264,STR,7500,12418.817,2.447
252,"(1, 596)",-1978.301,STR,7500,-1978.79,0.489
253,"(1, 596)",-5323.748,STR,7500,-5331.088,7.34
254,"(1, 596)",-506.93,STR,7500,-507.909,0.979
255,"(1, 596)",-17740.119,STR,7500,-17747.459,7.34
67,"(1, 597)",2811.115,STR,7500,2808.669,2.447
102,"(1, 597)",-1.228,STR,7500,-1.228,0
253,"(1, 597)",-1915.179,STR,7500,-1918.849,3.67
254,"(1, 597)",-1213.991,STR,7500,-1214.725,0.734
255,"(1, 597)",-13884.316,STR,7500,-13894.103,9.786
67,"(1, 598)",2078.366,STR,7500,2077.143,1.223
102,"(1, 598)",1.297,STR,7500,1.294,0.003
253,"(1, 598)",-348.882,STR,7500,-353.286,4.404
254,"(1, 598)",-1340.723,STR,7500,-1341.213,0.489
255,"(1, 598)",-9233.376,STR,7500,-9235.823,2.447
256,"(1, 598)",-2590.924,STR,7500,-2593.37,2.447
67,"(1, 599)",1212.034,STR,7500,1210.321,1.713
254,"(1, 599)",-2298.313,STR,7500,-2298.802,0.489
67,"(1, 600)",445.521,STR,7500,444.543,0.979
251,"(1, 600)",1776.459,STR,7500,1774.746,1.713
67,"(1, 601)",-20.72,STR,7500,-21.097,0.377
251,"(1, 602)",1423.418,STR,7500,1420.482,2.936
252,"(1, 602)",-1014.84,STR,7500,-1016.063,1.223
102,"(1, 603)",0.458,STR,7500,0.458,0
252,"(1, 603)",-309.492,STR,7500,-310.47,0.979
253,"(1, 603)",-6945.828,STR,7500,-6948.275,2.447
256,"(1, 603)",-4741.463,STR,7500,-4743.91,2.447
252,"(1, 604)",492.74,STR,7500,491.517,1.223
253,"(1, 604)",-3885.162,STR,7500,-3887.609,2.447
255,"(1, 604)",-15981.031,STR,7500,-15985.925,4.893
256,"(1, 604)",-6038.148,STR,7500,-6040.595,2.447
102,"(1, 605)",2.552,STR,7500,2.549,0.002
251,"(1, 605)",6145.798,STR,7500,6140.905,4.893
252,"(1, 605)",1105.118,STR,7500,1104.629,0.489
255,"(1, 605)",-14672.114,STR,7500,-14679.453,7.34
67,"(1, 606)",2935.891,STR,7500,2933.444,2.447
102,"(1, 606)",3.34,STR,7500,3.335,0.005
250,"(1, 606)",10782.058,STR,7500,10779.612,2.447
251,"(1, 606)",11105.006,STR,7500,11102.56,2.447
252,"(1, 606)",2427.492,STR,7500,2425.046,2.447
253,"(1, 606)",602.347,STR,7500,593.295,9.052
254,"(1, 606)",-25.64,STR,7500,-26.912,1.272
255,"(1, 606)",-8690.236,STR,7500,-8704.916,14.679
256,"(1, 606)",-9213.804,STR,7500,-9216.25,2.447
67,"(1, 607)",3417.866,STR,7500,3415.419,2.447
102,"(1, 607)",-9.865,STR,7500,-9.867,0.002
251,"(1, 607)",11878.124,STR,7500,11875.678,2.447
253,"(1, 607)",-5832.636,STR,7500,-5837.529,4.893
254,"(1, 607)",-156.018,STR,7500,-156.899,0.881
255,"(1, 607)",-14711.259,STR,7500,-14721.045,9.786
256,"(1, 607)",-7254.096,STR,7500,-7256.543,2.447
251,"(1, 608)",11102.56,STR,7500,11100.113,2.447
253,"(1, 608)",-7342.173,STR,7500,-7344.62,2.447
254,"(1, 608)",-1252.402,STR,7500,-1253.136,0.734
255,"(1, 608)",-15310.67,STR,7500,-15313.116,2.447
67,"(1, 609)",2911.425,STR,7500,2908.978,2.447
102,"(1, 609)",-1.973,STR,7500,-1.974,0.001
251,"(1, 609)",9825.447,STR,7500,9823.001,2.447
252,"(1, 609)",423.747,STR,7500,423.258,0.489
253,"(1, 609)",-2332.076,STR,7500,-2333.788,1.713
255,"(1, 609)",-12161.927,STR,7500,-12164.374,2.447
67,"(1, 610)",2033.349,STR,7500,2032.126,1.223
102,"(1, 610)",0.693,STR,7500,0.691,0.002
252,"(1, 610)",493.23,STR,7500,492.74,0.489
253,"(1, 610)",-1179.494,STR,7500,-1182.675,3.181
255,"(1, 610)",-10260.938,STR,7500,-10265.831,4.893
67,"(1, 611)",1074.536,STR,7500,1073.802,0.734
251,"(1, 611)",2820.902,STR,7500,2818.455,2.447
67,"(1, 612)",204.02,STR,7500,203.824,0.196
251,"(1, 612)",1209.832,STR,7500,1205.917,3.915
252,"(1, 612)",-975.205,STR,7500,-975.45,0.245
252,"(1, 614)",-1505.378,STR,7500,-1506.112,0.734
251,"(1, 615)",950.005,STR,7500,949.027,0.979
253,"(1, 615)",-11572.302,STR,7500,-11577.195,4.893
256,"(1, 615)",-4107.8,STR,7500,-4110.247,2.447
102,"(1, 616)",-0.6,STR,7500,-0.6,0
251,"(1, 616)",2037.263,STR,7500,2035.551,1.713
253,"(1, 616)",-10172.861,STR,7500,-10175.308,2.447
253,"(1, 617)",-9309.22,STR,7500,-9314.113,4.893
102,"(1, 618)",-1.971,STR,7500,-1.972,0.001
252,"(1, 618)",-178.184,STR,7500,-178.649,0.465
253,"(1, 618)",-4088.228,STR,7500,-4098.014,9.786
255,"(1, 618)",-18016.582,STR,7500,-18023.922,7.34
67,"(1, 619)",2175.984,STR,7500,2175.495,0.489
253,"(1, 619)",-10980.231,STR,7500,-10982.678,2.447
255,"(1, 619)",-21434.448,STR,7500,-21439.342,4.893
256,"(1, 619)",-7824.149,STR,7500,-7826.595,2.447
67,"(1, 620)",2093.045,STR,7500,2092.801,0.245
253,"(1, 620)",-15729.034,STR,7500,-15731.481,2.447
254,"(1, 620)",-2791.543,STR,7500,-2793.989,2.447
67,"(1, 621)",2366.328,STR,7500,2365.594,0.734
253,"(1, 621)",-6808.82,STR,7500,-6813.713,4.893
254,"(1, 621)",-1566.542,STR,7500,-1568.5,1.957
255,"(1, 621)",-17130.922,STR,7500,-17140.708,9.786
67,"(1, 622)",1433.938,STR,7500,1433.449,0.489
254,"(1, 622)",-2424.067,STR,7500,-2425.78,1.713
255,"(1, 622)",-15506.396,STR,7500,-15508.842,2.447
256,"(1, 622)",-3351.808,STR,7500,-3354.255,2.447
67,"(1, 623)",968.599,STR,7500,968.355,0.245
251,"(1, 623)",3307.77,STR,7500,3305.324,2.447
255,"(1, 623)",-16773.722,STR,7500,-16778.615,4.893
255,"(1, 624)",-21143.306,STR,7500,-21148.199,4.893
102,"(1, 625)",-0.639,STR,7500,-0.64,0.001
253,"(1, 625)",-10074.998,STR,7500,-10077.445,2.447
102,"(1, 626)",-0.365,STR,7500,-0.368,0.003
252,"(1, 626)",-876.853,STR,7500,-877.097,0.245
255,"(1, 626)",-21882.172,STR,7500,-21884.618,2.447
102,"(1, 627)",-0.376,STR,7500,-0.379,0.003
255,"(1, 627)",-22251.605,STR,7500,-22256.498,4.893
256,"(1, 627)",-3909.628,STR,7500,-3912.074,2.447
102,"(1, 628)",0.609,STR,7500,0.608,0.001
252,"(1, 628)",-161.229,STR,7500,-161.596,0.367
253,"(1, 628)",-6451.62,STR,7500,-6454.066,2.447
255,"(1, 628)",-18921.815,STR,7500,-18926.708,4.893
28,"(1, 629)",-7.132,STR,7500,-7.134,0.002
251,"(1, 629)",6669.365,STR,7500,6666.918,2.447
252,"(1, 629)",1203.226,STR,7500,1202.003,1.223
253,"(1, 629)",-3283.304,STR,7500,-3285.751,2.447
254,"(1, 629)",-1485.561,STR,7500,-1486.295,0.734
255,"(1, 629)",-13311.818,STR,7500,-13324.05,12.233
256,"(1, 629)",-6918.916,STR,7500,-6921.362,2.447
251,"(1, 630)",9876.825,STR,7500,9874.379,2.447
252,"(1, 630)",1560.671,STR,7500,1559.692,0.979
253,"(1, 630)",-1887.044,STR,7500,-1897.075,10.031
254,"(1, 630)",-767.98,STR,7500,-769.203,1.223
255,"(1, 630)",-10238.919,STR,7500,-10248.705,9.786
251,"(1, 631)",13336.283,STR,7500,13333.837,2.447
255,"(1, 631)",-10476.236,STR,7500,-10478.683,2.447
253,"(1, 632)",-5377.573,STR,7500,-5382.466,4.893
255,"(1, 632)",-9429.102,STR,7500,-9431.549,2.447
252,"(1, 633)",438.671,STR,7500,438.426,0.245
67,"(1, 635)",1035.635,STR,7500,1032.455,3.181
102,"(1, 635)",0.59,STR,7500,0.587,0.004
251,"(1, 635)",2632.515,STR,7500,2630.069,2.447
252,"(1, 635)",-290.409,STR,7500,-291.387,0.979
253,"(1, 635)",-4132.266,STR,7500,-4146.946,14.679
255,"(1, 635)",-13387.661,STR,7500,-13402.341,14.679
256,"(1, 635)",-1812.668,STR,7500,-1817.561,4.893
67,"(1, 636)",488.336,STR,7500,486.379,1.957
102,"(1, 636)",0.206,STR,7500,0.206,0.001
251,"(1, 636)",2071.76,STR,7500,2070.537,1.223
252,"(1, 636)",-609.931,STR,7500,-610.421,0.489
253,"(1, 636)",-6480.979,STR,7500,-6485.872,4.893
255,"(1, 636)",-16729.684,STR,7500,-16734.577,4.893
67,"(1, 637)",-160.789,STR,7500,-161.18,0.391
251,"(1, 637)",1086.524,STR,7500,1083.588,2.936
255,"(1, 637)",-21378.177,STR,7500,-21380.624,2.447
256,"(1, 637)",-2769.524,STR,7500,-2771.97,2.447
256,"(1, 638)",-3014.181,STR,7500,-3016.628,2.447
251,"(1, 639)",1286.654,STR,7500,1285.92,0.734
254,"(1, 639)",-3809.318,STR,7500,-3811.765,2.447
251,"(1, 640)",4193.43,STR,7500,4190.984,2.447
252,"(1, 640)",63.635,STR,7500,63.366,0.269
255,"(1, 640)",-16137.612,STR,7500,-16142.505,4.893
251,"(1, 641)",4912.724,STR,7500,4910.277,2.447
253,"(1, 641)",-5773.918,STR,7500,-5776.365,2.447
67,"(1, 642)",1935.975,STR,7500,1935.731,0.245
102,"(1, 642)",0.875,STR,7500,0.873,0.001
252,"(1, 642)",968.355,STR,7500,967.621,0.734
253,"(1, 642)",-3415.419,STR,7500,-3420.313,4.893
254,"(1, 642)",-1121.266,STR,7500,-1121.755,0.489
255,"(1, 642)",-14175.459,STR,7500,-14182.798,7.34
102,"(1, 643)",-7.719,STR,7500,-7.721,0.002
251,"(1, 643)",11388.809,STR,7500,11386.363,2.447
252,"(1, 643)",-2121.67,STR,7500,-2122.894,1.223
253,"(1, 643)",-9876.825,STR,7500,-9886.612,9.786
254,"(1, 643)",-1473.572,STR,7500,-1474.062,0.489
255,"(1, 643)",-16707.664,STR,7500,-16712.558,4.893
252,"(1, 644)",-987.438,STR,7500,-988.906,1.468
253,"(1, 644)",-8621.732,STR,7500,-8624.179,2.447
102,"(1, 645)",-0.794,STR,7500,-0.796,0.002
252,"(1, 645)",916.977,STR,7500,916.487,0.489
253,"(1, 645)",-2427.982,STR,7500,-2428.716,0.734
67,"(1, 647)",914.285,STR,7500,910.615,3.67
102,"(1, 647)",0.434,STR,7500,0.43,0.003
251,"(1, 647)",2376.603,STR,7500,2372.444,4.159
252,"(1, 647)",-391.207,STR,7500,-392.431,1.223
253,"(1, 647)",-4885.811,STR,7500,-4902.937,17.126
255,"(1, 647)",-14941.237,STR,7500,-14958.363,17.126
256,"(1, 647)",-1812.179,STR,7500,-1815.848,3.67
67,"(1, 648)",283.313,STR,7500,281.112,2.202
102,"(1, 648)",-0.128,STR,7500,-0.13,0.002
252,"(1, 648)",-812.263,STR,7500,-812.508,0.245
253,"(1, 648)",-7613.743,STR,7500,-7621.083,7.34
254,"(1, 648)",-3535.302,STR,7500,-3537.748,2.447
255,"(1, 648)",-19220.297,STR,7500,-19230.084,9.786
256,"(1, 648)",-2554.225,STR,7500,-2556.671,2.447
67,"(1, 649)",-175.028,STR,7500,-176.105,1.076
102,"(1, 649)",-0.515,STR,7500,-0.515,0.001
251,"(1, 649)",1325.799,STR,7500,1325.555,0.245
255,"(1, 649)",-22528.068,STR,7500,-22530.514,2.447
67,"(1, 650)",-243.239,STR,7500,-243.287,0.049
251,"(1, 650)",1859.887,STR,7500,1859.642,0.245
253,"(1, 650)",-9067.009,STR,7500,-9069.456,2.447
255,"(1, 650)",-22545.194,STR,7500,-22547.64,2.447
256,"(1, 650)",-3846.017,STR,7500,-3848.463,2.447
102,"(1, 651)",0.202,STR,7500,0.201,0.001
251,"(1, 651)",2950.57,STR,7500,2948.124,2.447
253,"(1, 651)",-7533.006,STR,7500,-7535.453,2.447
102,"(1, 652)",1.722,STR,7500,1.72,0.002
252,"(1, 652)",707.06,STR,7500,705.837,1.223
253,"(1, 652)",-3190.335,STR,7500,-3192.781,2.447
254,"(1, 652)",-1612.538,STR,7500,-1613.761,1.223
255,"(1, 652)",-16455.667,STR,7500,-16460.56,4.893
256,"(1, 652)",-6693.831,STR,7500,-6696.277,2.447
102,"(1, 653)",1.41,STR,7500,1.404,0.006
252,"(1, 653)",339.585,STR,7500,338.361,1.223
253,"(1, 653)",-7628.423,STR,7500,-7633.316,4.893
255,"(1, 653)",-23651.046,STR,7500,-23653.492,2.447
256,"(1, 653)",-6478.532,STR,7500,-6480.979,2.447
67,"(1, 654)",2327.183,STR,7500,2326.449,0.734
102,"(1, 654)",1.182,STR,7500,1.179,0.004
252,"(1, 654)",1161.634,STR,7500,1161.145,0.489
253,"(1, 654)",-2027.966,STR,7500,-2036.04,8.074
254,"(1, 654)",-651.278,STR,7500,-652.502,1.223
255,"(1, 654)",-15919.867,STR,7500,-15927.207,7.34
67,"(1, 655)",2801.329,STR,7500,2798.882,2.447
102,"(1, 655)",-4.162,STR,7500,-4.164,0.002
251,"(1, 655)",10476.236,STR,7500,10473.79,2.447
252,"(1, 655)",-968.355,STR,7500,-968.844,0.489
253,"(1, 655)",-9605.256,STR,7500,-9612.595,7.34
254,"(1, 655)",-1863.557,STR,7500,-1865.514,1.957
255,"(1, 655)",-19061.27,STR,7500,-19068.61,7.34
67,"(1, 656)",2718.145,STR,7500,2715.699,2.447
178,"(1, 656)",-0,STR,7500,-0,0
252,"(1, 656)",-716.847,STR,7500,-717.091,0.245
253,"(1, 656)",-8421.113,STR,7500,-8426.006,4.893
254,"(1, 656)",-2096.96,STR,7500,-2098.183,1.223
255,"(1, 656)",-19264.336,STR,7500,-19271.676,7.34
67,"(1, 657)",2603.156,STR,7500,2600.71,2.447
102,"(1, 657)",0.585,STR,7500,0.583,0.002
253,"(1, 657)",-3107.151,STR,7500,-3112.044,4.893
254,"(1, 657)",-1532.535,STR,7500,-1532.78,0.245
255,"(1, 657)",-15092.925,STR,7500,-15102.711,9.786
67,"(1, 658)",2014.266,STR,7500,2012.798,1.468
246,"(1, 658)",404.664,STR,7500,404.174,0.489
251,"(1, 658)",5835.083,STR,7500,5832.636,2.447
254,"(1, 658)",-1703.306,STR,7500,-1703.795,0.489
255,"(1, 658)",-11286.053,STR,7500,-11293.393,7.34
256,"(1, 658)",-3574.447,STR,7500,-3576.893,2.447
67,"(1, 659)",831.346,STR,7500,830.857,0.489
251,"(1, 659)",2261.37,STR,7500,2260.146,1.223
252,"(1, 659)",-380.442,STR,7500,-380.932,0.489
102,"(1, 660)",-0.262,STR,7500,-0.263,0.001
255,"(1, 660)",-21353.711,STR,7500,-21356.158,2.447
102,"(1, 661)",-0.892,STR,7500,-0.893,0.001
252,"(1, 661)",-1272.219,STR,7500,-1272.464,0.245
102,"(1, 662)",-1.04,STR,7500,-1.043,0.003
251,"(1, 662)",1091.417,STR,7500,1089.46,1.957
252,"(1, 662)",-1271.73,STR,7500,-1272.219,0.489
253,"(1, 665)",-13664.124,STR,7500,-13666.571,2.447
102,"(1, 666)",-0.243,STR,7500,-0.246,0.003
251,"(1, 666)",9739.817,STR,7500,9737.371,2.447
252,"(1, 666)",889.086,STR,7500,888.107,0.979
253,"(1, 666)",-10189.987,STR,7500,-10192.434,2.447
255,"(1, 666)",-36478.441,STR,7500,-36502.907,24.466
252,"(1, 667)",-1776.459,STR,7500,-1777.437,0.979
253,"(1, 667)",-16122.933,STR,7500,-16125.379,2.447
254,"(1, 667)",-3662.524,STR,7500,-3664.97,2.447
251,"(1, 668)",10454.217,STR,7500,10451.771,2.447
252,"(1, 668)",-1801.414,STR,7500,-1803.126,1.713
253,"(1, 668)",-16739.47,STR,7500,-16744.363,4.893
102,"(1, 670)",-2.169,STR,7500,-2.169,0
178,"(1, 670)",0.001,STR,7500,0.001,0
251,"(1, 670)",2950.57,STR,7500,2948.124,2.447
253,"(1, 670)",-14006.645,STR,7500,-14009.092,2.447
256,"(1, 670)",-6512.784,STR,7500,-6515.231,2.447
252,"(1, 671)",-1393.569,STR,7500,-1393.814,0.245
252,"(1, 672)",-1678.595,STR,7500,-1679.574,0.979
253,"(1, 672)",-14772.423,STR,7500,-14774.87,2.447
256,"(1, 672)",-4890.705,STR,7500,-4893.151,2.447
251,"(1, 673)",637.822,STR,7500,636.11,1.713
252,"(1, 673)",-1555.777,STR,7500,-1556.022,0.245
256,"(1, 673)",-4406.283,STR,7500,-4408.729,2.447
163,"(1, 674)",-5.723,STR,7500,-5.725,0.002
251,"(1, 674)",1592.476,STR,7500,1590.519,1.957
253,"(1, 674)",-11533.157,STR,7500,-11535.604,2.447
256,"(1, 674)",-4538.398,STR,7500,-4540.844,2.447
102,"(1, 675)",-0.018,STR,7500,-0.019,0.002
252,"(1, 675)",-549.746,STR,7500,-550.235,0.489
253,"(1, 675)",-8540.995,STR,7500,-8543.442,2.447
255,"(1, 675)",-22131.722,STR,7500,-22134.169,2.447
253,"(1, 676)",-3855.803,STR,7500,-3860.696,4.893
254,"(1, 676)",-2091.577,STR,7500,-2093.29,1.713
255,"(1, 676)",-14515.533,STR,7500,-14517.979,2.447
67,"(1, 677)",1797.744,STR,7500,1797.254,0.489
250,"(1, 677)",7692.034,STR,7500,7689.587,2.447
251,"(1, 677)",7684.694,STR,7500,7679.801,4.893
253,"(1, 677)",-953.43,STR,7500,-958.079,4.648
254,"(1, 677)",-1090.194,STR,7500,-1091.173,0.979
255,"(1, 677)",-6904.236,STR,7500,-6911.576,7.34
102,"(1, 678)",-0.805,STR,7500,-0.807,0.002
251,"(1, 678)",10439.538,STR,7500,10434.645,4.893
252,"(1, 678)",612.623,STR,7500,610.665,1.957
253,"(1, 678)",-2231.032,STR,7500,-2242.776,11.744
254,"(1, 678)",-376.283,STR,7500,-376.528,0.245
255,"(1, 678)",-4482.126,STR,7500,-4489.466,7.34
256,"(1, 678)",-6001.45,STR,7500,-6003.896,2.447
251,"(1, 679)",13287.352,STR,7500,13284.905,2.447
254,"(1, 679)",-14.635,STR,7500,-14.953,0.318
251,"(1, 681)",10189.987,STR,7500,10187.541,2.447
255,"(1, 681)",-6613.094,STR,7500,-6615.54,2.447
246,"(1, 682)",1825.635,STR,7500,1825.39,0.245
252,"(1, 682)",668.16,STR,7500,667.426,0.734
254,"(1, 682)",-1690.584,STR,7500,-1690.828,0.245
256,"(1, 682)",-948.293,STR,7500,-950.495,2.202
102,"(1, 683)",0.796,STR,7500,0.796,0.001
251,"(1, 683)",2825.795,STR,7500,2823.348,2.447
255,"(1, 683)",-11427.954,STR,7500,-11432.848,4.893
256,"(1, 683)",-1377.177,STR,7500,-1377.422,0.245
67,"(1, 684)",351.328,STR,7500,348.882,2.447
102,"(1, 684)",0.107,STR,7500,0.104,0.003
251,"(1, 684)",1800.19,STR,7500,1797.254,2.936
252,"(1, 684)",-715.868,STR,7500,-716.602,0.734
253,"(1, 684)",-6483.425,STR,7500,-6488.318,4.893
255,"(1, 684)",-16626.927,STR,7500,-16639.16,12.233
